active_period,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight
201809,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Bombardier,CRJ2,-,30,1410000
201809,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,125,17787978
201809,"Japan Airlines",JL,"Japan Airlines",JL,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201809,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,"Central America",Passenger,"Narrow Body",Boeing,B739,-,3,491700
201809,"Hong Kong Airlines Limited",HX,"Hong Kong Airlines Limited",HX,International,Asia,Passenger,"Wide Body",Airbus,A359,-,16,7301712
201809,Finnair,AY,Finnair,AY,International,Europe,Passenger,"Wide Body",Airbus,A333,-,9,3710376
201809,"WOW Air",WW,"WOW Air",WW,International,Europe,Passenger,"Wide Body",Airbus,A333,-,30,12235650
201809,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,60,8778000
201809,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,283,40901600
201809,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Boeing,B773,-,29,16066000
201809,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,27,8640000
201809,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B788,-,29,11020000
201809,"Compass Airlines",CP,"American Airlines",AA,Domestic,US,Passenger,"Regional Jet",Embraer,E175,-,138,10374564
201809,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B773,-,118,65372000
201809,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,282,44358600
201809,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,7,1386000
201809,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Airbus,A388,-,30,25529520
201809,"Volaris Airlines",Y4,"Volaris Airlines",Y4,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,17,2479759
201809,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B748,-,15,10230000
201809,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,55,8164180
201809,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,12,4761600
201809,"Sun Country Airlines",SY,"Sun Country Airlines",SY,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,9,1162800
201809,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B762,-,21,5712000
201809,Finnair,AY,Finnair,AY,International,Europe,Passenger,"Wide Body",Airbus,A359,-,1,456357
201809,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B773,-,13,7202000
201809,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B773,-,59,32686000
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1347,189151028
201809,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,77,10949246
201809,"Air Pacific Limited dba Fiji Airways",FJ,"Air Pacific Limited dba Fiji Airways",FJ,International,"Australia / Oceania",Passenger,"Wide Body",Airbus,A332,-,9,3584715
201809,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,5,857600
201809,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,3,1380312
201809,"SkyWest Airlines",OO,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E175,-,65,4872205
201809,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,5,3260000
201809,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A321,-,20,3430400
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B753,-,359,80416000
201809,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B773,-,4,2216000
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,517,102366000
201809,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B773,-,25,13850000
201809,"Qantas Airways",QF,"Qantas Airways",QF,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B744,-,26,16506000
201809,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ7,-,208,13936000
201809,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Boeing,B777,-,1,460000
201809,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B772,-,1,470000
201809,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,178,25632000
201809,"EVA Airways",BR,"EVA Airways",BR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,86,47644000
201809,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Embraer,E175,-,12,899484
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B789,-,15,6375000
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B772,-,227,101255000
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B764,-,3,1050000
201809,"Turkish Airlines",TK,"Turkish Airlines",TK,International,Europe,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201809,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,1085,138880000
201809,"Sun Country Airlines",SY,"Sun Country Airlines",SY,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,30,4369500
201809,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Passenger,"Wide Body",Airbus,A388,-,30,25899894
201809,"Air India Limited",AI,"Air India Limited",AI,International,Asia,Passenger,"Wide Body",Boeing,B772,-,32,15744000
201809,"China Airlines",CI,"China Airlines",CI,International,Asia,Freighter,"Wide Body",Boeing,B744,-,24,15984000
201809,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Passenger,"Wide Body",Airbus,A346,-,30,17129910
201809,"Icelandair EHF",FI,"Icelandair EHF",FI,International,Europe,Passenger,"Wide Body",Boeing,B763,-,17,5440000
201809,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B772,-,5,2350000
201809,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B753,-,125,28000000
201809,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,247,48906000
201809,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,63,9216900
201809,"United Airlines",UA,"United Airlines",UA,International,"Middle East",Passenger,"Wide Body",Boeing,B773,-,24,13296000
201809,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Freighter,"Wide Body",Boeing,B748,-,25,19075000
201809,"Thomas Cook Airlines",MT,"Thomas Cook Airlines",MT,International,Europe,Passenger,"Wide Body",Airbus,A332,-,12,4748757
201809,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,5,710990
201809,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,21,2893569
201809,"Hawaiian Airlines",HA,"Hawaiian Airlines",HA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,59,23673219
201809,"Qantas Airways",QF,"Qantas Airways",QF,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B789,-,17,7225000
201809,"Philippine Airlines",PR,"Philippine Airlines",PR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201809,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B772,-,75,34500000
201809,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Boeing,B789,-,9,3825000
201809,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,5,710990
201809,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,171,24624000
201809,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,601,45049157
201809,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B789,-,147,62475000
201809,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E175,-,379,28408703
201809,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B712,-,325,35750000
201809,"Alaska Airlines",AS,"Alaska Airlines",AS,International,US,Passenger,"Narrow Body",Airbus,A321,-,232,40508592
201809,"JetBlue Airways",B6,"JetBlue Airways",B6,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,372,63805440
201809,"XL Airways France",SE,"XL Airways France",SE,International,Europe,Passenger,"Wide Body",Airbus,A332,-,4,1591737
201809,"United Airlines",UA,"United Airlines",UA,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B789,-,29,12325000
201809,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B744,-,29,18270000
201809,"Air India Limited",AI,"Air India Limited",AI,International,Asia,Passenger,"Wide Body",Boeing,B773,-,7,3878000
201809,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,5,688940
201809,"Air China",CA,"Air China",CA,International,Asia,Passenger,"Wide Body",Boeing,B748,-,30,20640000
201809,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B764,-,23,8050000
201809,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,819,140458500
201809,"Hawaiian Airlines",HA,"Hawaiian Airlines",HA,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,1,320000
201809,"JetBlue Airways",B6,"JetBlue Airways",B6,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,71,10129128
201809,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ2,-,1233,57951000
201809,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,30,13690710
201809,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B789,-,43,18275000
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B788,-,24,9120000
201809,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Embraer,E170,-,18,1349226
201809,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B788,-,30,11400000
201809,"Horizon Air",QX,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,53,3978025
201809,"All Nippon Airways",NH,"All Nippon Airways",NH,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201809,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,341,46985708
201809,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,4,537928
201809,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Airbus,A388,-,30,25860210
201809,"Compass Airlines",CP,"American Airlines",AA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,212,15937736
201809,"SAS Airlines",SK,"SAS Airlines",SK,International,Europe,Passenger,"Wide Body",Airbus,A343,-,30,12698612
201809,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B789,-,45,19125000
201809,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B737,-,73,9431600
201809,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B789,-,17,7225000
201809,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,30,13558440
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,1304,205286400
201809,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Freighter,"Wide Body",Boeing,B772,-,1,575000
201809,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,6,2760624
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B773,-,10,5540000
201809,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Freighter,"Wide Body",Boeing,B744,-,22,14340000
201809,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Boeing,B744,-,30,18900000
201809,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,54,7718376
201809,"Kalitta Air",K4,"Kalitta Air",K4,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,5,3260000
201809,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B773,-,1,554000
201809,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B763,-,19,6080000
201809,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B739,-,24,3775200
201809,"SkyWest Airlines",OO,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,97,7270829
201809,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,16,2347300
201809,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,34,4572388
201809,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,3,514560
201809,"China Airlines",CI,"China Airlines",CI,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201809,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,"Central America",Passenger,"Narrow Body",Boeing,B738,-,60,8778000
201809,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1,142198
201809,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B739,-,17,2674100
201809,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,120,18336000
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,1428,208916400
201809,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B772,-,13,6396000
201809,Finnair,AY,Finnair,AY,International,Asia,Passenger,"Wide Body",Airbus,A333,-,2,824528
201809,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Boeing,B788,-,19,7220000
201809,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1140,162783655
201809,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,119,18564700
201809,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B773,-,45,24930000
201809,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,46,6729800
201809,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,230,33649000
201809,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,40,12400000
201809,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,26,3700455
201809,"Horizon Air",QX,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E175,-,35,2626589
201809,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,5,688945
201808,"EVA Airways",BR,"EVA Airways",BR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,93,51522000
201808,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,1,137700
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,23,3093086
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1660,233566413
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,1445,211403500
201808,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,26,3716990
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B764,-,29,10150000
201808,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,12,1613784
201808,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201808,"SkyWest Airlines",OO,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,117,8769969
201808,"Qantas Airways",QF,"Qantas Airways",QF,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B744,-,25,15869000
201808,"United Airlines",UA,"United Airlines",UA,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B789,-,31,13175000
201808,"WOW Air",WW,"WOW Air",WW,International,Europe,Passenger,"Wide Body",Airbus,A333,-,31,12643505
201808,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Boeing,B789,-,3,1275000
201808,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,2,396000
201808,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,4,551152
201808,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ7,-,238,15946000
201808,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B772,-,18,8856000
201808,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,81,11584178
201808,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B772,-,62,28520000
201808,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Embraer,E170,-,30,2248710
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B712,-,239,26290000
201808,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B788,-,41,15580000
201808,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B772,-,1,470000
201808,"Horizon Air",QX,"Alaska Airlines",AS,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,90,6752760
201808,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Bombardier,CRJ2,-,31,1457000
201808,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,5,3274000
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,1,320000
201808,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B763,-,23,7378000
201808,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Passenger,"Wide Body",Airbus,A388,-,31,26775129
201808,"Air China",CA,"Air China",CA,International,Asia,Passenger,"Wide Body",Boeing,B748,-,31,21328000
201808,"Sun Country Airlines",SY,"Sun Country Airlines",SY,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,18,2325600
201808,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Airbus,A388,-,30,25860210
201808,"United Airlines",UA,"United Airlines",UA,International,"Middle East",Passenger,"Wide Body",Boeing,B773,-,31,17174000
201808,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A321,-,13,2229760
201808,"Icelandair EHF",FI,"Icelandair EHF",FI,International,Europe,Passenger,"Wide Body",Boeing,B763,-,18,5760000
201808,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Boeing,B777,-,1,460000
201808,"Hawaiian Airlines",HA,"Hawaiian Airlines",HA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,58,23271978
201808,"All Nippon Airways",NH,"All Nippon Airways",NH,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201808,"China Airlines",CI,"China Airlines",CI,International,Asia,Freighter,"Wide Body",Boeing,B744,-,27,17982000
201808,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,31,14147067
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B753,-,448,100352000
201808,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B739,-,45,7068500
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,33,10560000
201808,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B773,-,3,1662000
201808,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,54,7900200
201808,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,9,1240101
201808,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B773,-,30,16620000
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B788,-,23,8740000
201808,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Freighter,"Wide Body",Boeing,B748,-,1,682000
201808,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,3,1380312
201808,"Sun Country Airlines",SY,"Sun Country Airlines",SY,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,55,7917200
201808,"Philippine Airlines",PR,"Philippine Airlines",PR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Airbus,A333,-,1,412260
201808,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ2,-,929,43663000
201808,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Airbus,A388,-,30,25529520
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,334,66132000
201808,"Kalitta Air",K4,"Kalitta Air",K4,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,1,652000
201808,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B789,-,43,18275000
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B789,-,21,8925000
201808,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,288,41669200
201808,"Thomas Cook Airlines",MT,"Thomas Cook Airlines",MT,International,Europe,Passenger,"Wide Body",Airbus,A332,-,13,5222749
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,1566,246353800
201808,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,"Central America",Passenger,"Narrow Body",Boeing,B738,-,76,11118800
201808,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Embraer,E175,-,1,74957
201808,"XL Airways France",SE,"XL Airways France",SE,International,Europe,Passenger,"Wide Body",Airbus,A332,-,13,5198497
201808,"Hong Kong Airlines Limited",HX,"Hong Kong Airlines Limited",HX,International,Asia,Passenger,"Wide Body",Airbus,A359,-,18,8214426
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,585,115830000
201808,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,31,14010388
201808,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B748,-,30,20460000
201808,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B737,-,74,9560800
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,4,1604964
201808,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,68,9669464
201808,"SAS Airlines",SK,"SAS Airlines",SK,International,Europe,Passenger,"Wide Body",Airbus,A343,-,31,13121897
201808,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B789,-,60,25500000
201808,"SkyWest Airlines",OO,"Delta Air Lines",DL,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,1,74957
201808,"Air Pacific Limited dba Fiji Airways",FJ,"Air Pacific Limited dba Fiji Airways",FJ,International,"Australia / Oceania",Passenger,"Wide Body",Airbus,A332,-,11,4369561
201808,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1268,181183419
201808,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,74,10522652
201808,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,1549,116108393
201808,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,12,4761600
201808,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,130,18492354
201808,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A321,-,1,174606
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,37,5413100
201808,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,154,22176000
